index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
15038,2758,12,16,30,indian          ,            ,63
9032,1071,2,7,10,thai            ,          5 ,36
20981,2630,15,17,25,american        ,            ,189
2660,2169,41,45,25,indian          ,            ,84
142,2411,4,19,10,american        ,          4 ,40
2598,2375,18,48,10,american        ,          4 ,40
6702,1332,55,77,20,italian         ,          5 ,63
15224,2229,30,38,20,american        ,            ,91
17762,30,13,14,40,indian          ,            ,30
20059,2575,0,1,25,mexican         ,          5 ,64
28378,181,15,20,15,turkish         ,            ,30
22747,1862,20,22,20,indian          ,            ,312
7419,136,1,1,15,american        ,            ,49
21126,337,50,53,35,indian          ,            ,42
17523,114,23,29,45,american        ,            ,42
10450,2652,14,16,30,pizza           ,            ,48
23759,2143,18,24,15,italian         ,            ,72
18172,1578,7,19,20,thai            ,          5 ,36
12131,2286,73,74,25,indian          ,            ,45
25603,2249,3,27,10,italian         ,          5 ,40
21031,325,63,70,25,italian         ,            ,48
23953,1148,21,29,20,turkish         ,            ,40
16844,1575,0,8,15,american        ,          4 ,35
22500,1767,1,22,20,american        ,          4 ,30
16014,452,78,79,20,lebanese        ,            ,40
8180,2641,10,16,20,pizza           ,          5 ,45
11566,2529,9,15,20,turkish         ,          1 ,54
17333,28,12,14,20,american        ,          5 ,63
9529,2083,8,44,20,american        ,          5 ,42
6371,2392,16,28,15,italian         ,          5 ,60
4629,939,16,27,25,italian         ,            ,72
23743,2185,16,39,15,italian         ,            ,96
14479,201,17,26,20,pizza           ,          4 ,90
22310,2909,4,19,20,japanese        ,          5 ,63
22425,1753,25,35,15,american        ,            ,35
442,496,38,39,35,american        ,          4 ,40
23044,1297,8,13,10,american        ,            ,30
9795,1993,16,22,35,indian          ,            ,35
9047,1322,7,24,15,american        ,          5 ,77
3831,872,3,13,15,italian         ,          4 ,42
27669,584,12,20,30,mexican         ,          4 ,54
22529,913,24,66,15,thai            ,          5 ,40
27167,1842,6,12,15,indian          ,          5 ,72
6345,3019,30,36,30,american        ,          5 ,36
26011,1134,1,15,10,american        ,          4 ,42
1959,489,16,24,10,greek           ,            ,35
156,22,11,14,10,indian          ,            ,40
10488,325,25,35,35,italian         ,            ,45
26359,1941,1,25,20,mexican         ,          4 ,40
4579,1324,2,25,10,japanese        ,          4 ,54
1090,478,28,30,30,indian          ,            ,36
22434,134,13,16,20,mexican         ,            ,90
12577,79,2,10,15,italian         ,          4 ,54
9123,2768,26,27,25,pizza           ,          5 ,45
7951,9,21,45,10,thai            ,          5 ,48
11102,2731,18,31,20,indian          ,          5 ,42
18059,2140,26,38,25,italian         ,          5 ,45
23148,2644,16,17,30,italian         ,            ,54
26138,589,3,26,10,mexican         ,          5 ,35
6417,1445,10,13,20,indian          ,            ,36
16022,2580,10,12,25,indian          ,            ,40
9088,922,19,29,20,italian         ,          5 ,35
11440,2620,10,16,20,italian         ,            ,40
18711,2567,8,9,30,italian         ,            ,160
7097,1796,2,11,10,american        ,          4 ,45
1099,1774,16,22,20,lebanese        ,            ,42
5434,1319,1,56,10,american        ,          4 ,36
13231,2651,4,8,45,pizza           ,          4 ,48
6451,2791,58,59,25,turkish         ,            ,42
12329,125,38,43,25,indian          ,            ,81
10786,3011,51,54,25,indian          ,            ,35
18100,429,38,50,30,italian         ,          4 ,35
24766,438,18,21,20,italian         ,            ,40
20216,2316,17,28,20,american        ,            ,64
22684,2791,16,17,30,turkish         ,            ,35
3349,337,44,46,35,indian          ,            ,40
4080,2016,3,33,10,thai            ,          5 ,49
9178,1096,12,20,40,italian         ,            ,35
27602,473,11,13,35,american        ,          5 ,54
588,1464,9,9,10,italian         ,          5 ,63
9347,554,8,20,30,italian         ,            ,30
13270,1031,7,41,15,japanese        ,          5 ,40
13538,927,1,20,10,italian         ,          4 ,63
25370,2025,9,18,10,american        ,            ,42
10965,1511,14,52,15,american        ,            ,54
27846,260,1,1,30,italian         ,          5 ,77
13676,2135,11,20,15,italian         ,            ,91
19375,914,9,13,10,american        ,            ,60
21954,959,38,47,35,american        ,          5 ,36
25406,879,3,26,10,italian         ,          5 ,45
16300,224,2,18,10,american        ,          4 ,45
646,2943,2,5,35,italian         ,          4 ,80
11750,681,2,5,30,italian         ,            ,56
9588,2161,4,27,15,american        ,          4 ,30
16649,1081,5,23,10,american        ,          3 ,40
11740,288,8,16,10,american        ,            ,42
15037,336,2,3,20,italian         ,          4 ,98
227,1227,11,13,15,italian         ,            ,161
23173,25,38,39,30,indian          ,            ,56
26349,2859,29,40,20,indian          ,            ,48
3865,395,9,10,10,italian         ,          5 ,45
10593,2662,5,15,20,indian          ,          5 ,42
22659,1996,8,14,15,thai            ,            ,45
26608,2221,31,40,10,indian          ,            ,63
28246,3033,18,19,20,pizza           ,            ,64
16155,2460,3,13,15,american        ,          4 ,48
20096,922,8,12,20,italian         ,          5 ,54
8439,2963,5,25,10,american        ,          5 ,72
1530,449,41,42,35,indian          ,            ,96
25874,2676,48,58,15,indian          ,          5 ,45
924,209,25,34,20,american        ,          5 ,56
25323,1734,1,25,15,american        ,          4 ,70
23714,1163,9,9,15,lebanese        ,            ,72
20749,3021,24,27,25,indian          ,            ,40
17054,2102,10,18,15,italian         ,          5 ,35
19989,351,21,41,15,thai            ,          5 ,63
21493,1118,26,28,20,italian         ,          5 ,96
10103,2519,16,16,20,italian         ,            ,45
21633,2460,1,13,20,american        ,          4 ,40
7184,2070,3,40,20,japanese        ,          5 ,45
12151,1665,14,16,20,lebanese        ,            ,48
26988,1014,2,29,10,american        ,          4 ,35
2592,2625,25,32,30,thai            ,            ,54
5907,2742,6,60,10,italian         ,          4 ,36
22894,2467,7,11,45,italian         ,            ,30
11206,941,4,10,45,italian         ,          5 ,208
7134,1193,31,34,20,american        ,            ,36
2308,1714,10,12,15,american        ,          1 ,54
20075,1656,32,76,20,lebanese        ,          4 ,54
17072,2742,3,38,10,italian         ,          4 ,45
14204,1436,1,13,10,japanese        ,          5 ,42
613,934,1,4,30,italian         ,            ,45
23552,2926,28,29,10,italian         ,          5 ,35
21495,1340,15,15,20,american        ,          4 ,243
19585,337,13,14,45,indian          ,            ,36
11169,1542,1,9,10,american        ,          5 ,56
6630,337,62,64,30,indian          ,            ,64
4136,1645,17,38,15,turkish         ,            ,30
1899,395,2,2,15,italian         ,          5 ,30
13938,2965,12,15,15,italian         ,          5 ,45
283,523,26,32,20,american        ,          5 ,40
259,1065,2,42,15,american        ,          4 ,40
11117,1858,8,29,15,japanese        ,          5 ,40
27713,2589,16,20,30,indian          ,          5 ,35
4944,2819,12,14,20,italian         ,          1 ,30
19207,2269,12,14,10,european        ,            ,42
14722,1788,21,23,15,indian          ,            ,49
11532,2275,1,20,10,american        ,          5 ,30
19910,1740,6,30,10,american        ,          4 ,36
6972,763,30,75,20,south indian    ,          3 ,45
14890,666,7,14,25,thai            ,          4 ,30
13522,2658,64,71,50,thai            ,            ,48
5224,734,14,28,15,italian         ,          5 ,72
2286,1374,5,19,20,japanese        ,          5 ,48
22448,2559,7,10,15,american        ,            ,30
8079,2651,5,12,40,pizza           ,          4 ,30
21039,2319,51,58,10,american        ,            ,42
21385,1726,7,29,20,italian         ,            ,36
6711,2801,26,28,35,indian          ,            ,30
27571,2273,17,23,20,lebanese        ,          5 ,30
25061,1131,0,38,10,american        ,          4 ,35
10404,1099,8,10,20,american        ,            ,81
21801,2977,27,90,15,italian         ,            ,40
476,1535,6,24,30,japanese        ,          4 ,35
18940,1449,2,15,10,italian         ,          3 ,45
24472,486,6,27,20,italian         ,          1 ,63
16392,1081,6,34,15,american        ,          3 ,54
6412,1205,33,38,30,indian          ,            ,45
2552,2522,7,15,20,italian         ,          5 ,42
6853,89,14,14,25,indian          ,            ,48
5547,2526,13,16,30,indian          ,          4 ,42
13490,2527,4,5,40,italian         ,            ,66
18811,1929,17,17,15,italian         ,          5 ,45
23129,2840,15,15,45,pizza           ,            ,54
25733,2417,10,23,10,greek           ,          4 ,56
27999,2373,11,15,15,italian         ,            ,42
18659,1998,28,39,10,american        ,          2 ,45
9204,2065,13,15,20,american        ,          3 ,104
17962,2184,10,34,10,italian         ,          5 ,98
23649,2566,4,24,20,italian         ,          3 ,49
10184,2791,81,85,25,turkish         ,            ,56
20355,2901,12,26,20,indian          ,          5 ,48
13566,685,15,33,35,american        ,          3 ,56
22264,2230,32,50,25,american        ,          5 ,45
16281,2593,4,6,30,indian          ,          5 ,45
26203,668,17,69,30,italian         ,          5 ,30
21361,160,6,18,15,italian         ,          5 ,45
7194,574,30,39,10,indian          ,          3 ,60
20252,2589,36,46,35,indian          ,          5 ,48
18490,1569,17,17,20,american        ,          5 ,42
6824,2675,36,39,35,indian          ,            ,42
23933,2803,44,55,20,italian         ,          3 ,45
27461,1789,40,46,25,italian         ,            ,49
782,2164,11,17,20,american        ,            ,45
14940,3050,14,68,20,indian          ,            ,42
18134,1204,4,68,10,american        ,          4 ,45
10984,918,5,9,10,italian         ,            ,40
6520,2981,10,12,25,indian          ,            ,30
5775,2598,44,47,40,italian         ,          5 ,96
13172,2138,21,25,20,italian         ,            ,126
9284,1200,1,11,20,american        ,          4 ,49
9370,2571,1,2,25,mexican         ,          5 ,49
27316,1731,16,34,15,italian         ,          5 ,35
18709,668,16,59,35,italian         ,          5 ,54
10272,298,27,27,40,pizza           ,            ,42
5056,1960,25,25,25,italian         ,            ,35
10801,3011,36,36,30,indian          ,            ,35
27114,2898,11,14,30,pizza           ,            ,81
1728,2484,25,32,30,pizza           ,            ,48
16995,1668,18,19,15,thai            ,          5 ,234
16010,1435,15,15,25,italian         ,            ,84
4667,370,18,18,30,turkish         ,            ,128
21798,2554,52,53,20,greek           ,            ,36
24488,2578,50,53,40,indian          ,          4 ,77
24559,390,20,26,25,italian         ,            ,35
8536,387,7,14,20,turkish         ,            ,40
3751,1578,6,15,15,thai            ,          5 ,60
12925,1702,10,62,25,japanese        ,          5 ,42
12723,2820,2,10,10,american        ,          4 ,81
11408,1255,6,13,40,japanese        ,          5 ,80
98,1452,17,24,25,italian         ,            ,49
23370,2763,26,38,20,lebanese        ,          5 ,42
3138,667,3,7,35,italian         ,            ,48
13369,2568,26,30,40,italian         ,            ,66
14358,1927,6,67,15,mexican         ,          4 ,35
17922,2547,6,30,15,vietnamese      ,          5 ,54
13141,1317,5,62,10,japanese        ,          5 ,40
15178,664,0,1,35,turkish         ,            ,264
3649,983,1,15,15,american        ,          4 ,48
10850,2199,2,10,25,japanese        ,          4 ,45
25324,2462,3,4,30,indian          ,            ,45
17902,1878,1,5,20,mexican         ,          5 ,40
1634,1647,10,21,10,thai            ,          5 ,49
21009,601,2,18,20,japanese        ,          3 ,40
12465,2880,2,15,15,japanese        ,          5 ,42
11862,618,34,60,25,turkish         ,            ,80
22951,2573,16,17,30,indian          ,            ,48
28152,742,22,43,20,italian         ,          5 ,49
18475,812,3,13,15,american        ,          5 ,35
23482,2483,7,8,40,indian          ,          5 ,64
